,codigo_ocorrencia,codigo_ocorrencia2,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,total_recomendacoes
864,48096,48096,INCIDENTE,LONDRINA,PR,SBLO,2013-04-20,20:56:00,0
865,47697,47697,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,2013-04-21,14:55:00,0
866,47876,47876,ACIDENTE,SINOP,MT,SWSI,2013-04-21,12:50:00,1
867,47659,47659,ACIDENTE,CAJAMAR,SP,****,2013-04-22,14:00:00,0
868,47661,47661,ACIDENTE,ATALAIA DO NORTE,AM,****,2013-04-22,19:00:00,2
869,47699,47699,INCIDENTE GRAVE,BELÉM,PA,SBBE,2013-04-22,11:28:00,2
870,47979,47979,ACIDENTE,ITAPIRAPUÃ,GO,****,2013-04-22,20:30:00,0
871,47709,47709,INCIDENTE,VILHENA,RO,SBVH,2013-04-23,12:28:00,0
872,47888,47888,INCIDENTE GRAVE,MARINGÁ,PR,****,2013-04-23,17:45:00,1
873,48102,48102,INCIDENTE,ORIZONA,GO,****,2013-04-23,11:30:00,0
874,47894,47894,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,SBRJ,2013-04-24,18:45:00,0
875,47901,47901,INCIDENTE GRAVE,PALMAS,TO,SBPJ,2013-04-24,13:52:00,1
876,47872,47872,ACIDENTE,NOBRES,MT,SWNB,2013-04-25,09:30:00,0
877,47939,47939,INCIDENTE,PRESIDENTE PRUDENTE,SP,SBDN,2013-04-25,20:01:00,0
878,47980,47980,ACIDENTE,FIGUEIRÃO,MS,****,2013-04-25,12:15:00,0
879,48107,48107,INCIDENTE,BELO HORIZONTE,MG,SBBH,2013-04-25,21:25:00,0
880,47879,47879,ACIDENTE,BELÉM,PA,****,2013-04-26,12:15:00,2
881,48091,48091,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,2013-04-27,12:56:00,0
882,48109,48109,INCIDENTE,PRESIDENTE PRUDENTE,SP,SBDN,2013-04-27,13:23:00,0
883,48078,48078,INCIDENTE,VITÓRIA,ES,SBVT,2013-04-29,02:15:00,0
884,48110,48110,INCIDENTE,LONDRINA,PR,SBLO,2013-04-29,14:45:00,0
885,47936,47936,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SBBP,2013-04-30,13:30:00,0
886,47981,47981,ACIDENTE,CAMPO NOVO DO PARECIS,MT,****,2013-04-30,21:32:00,2
887,48058,48058,INCIDENTE,BRASÍLIA,DF,SBBR,2013-04-30,21:00:00,0
888,48083,48083,INCIDENTE,JUIZ DE FORA,MG,SBJF,2013-04-30,14:15:00,0
889,48657,48657,ACIDENTE,BRAGANÇA PAULISTA,SP,****,2013-05-01,15:00:00,0
890,47983,47983,ACIDENTE,RIO DE JANEIRO,RJ,****,2013-05-02,19:00:00,5
891,48163,48163,INCIDENTE,MANAUS,AM,SBEG,2013-05-02,15:46:00,0
892,47966,47966,ACIDENTE,JATAÍ,GO,****,2013-05-03,14:37:00,2
893,47992,47992,ACIDENTE,ITANHAÉM,SP,SDIM,2013-05-03,13:20:00,1
894,48114,48114,INCIDENTE,GOIÂNIA,GO,SBGO,2013-05-03,20:08:00,0
895,48159,48159,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,2013-05-03,19:00:00,0
896,48656,48656,INCIDENTE,RIO VERDE,GO,****,2013-05-03,14:00:00,0
897,48871,48871,INCIDENTE,SÃO PAULO,SP,SBSP,2013-05-03,14:12:00,0
898,47965,47965,ACIDENTE,ARIQUEMES,RO,SJOG,2013-05-05,11:00:00,0
899,48731,48731,ACIDENTE,PORTO ALEGRE,RS,SSBN,2013-05-05,18:45:00,0
900,48162,48162,INCIDENTE,MACAÉ,RJ,SBME,2013-05-06,11:36:00,0
901,47998,47998,ACIDENTE,RONDONÓPOLIS,MT,****,2013-05-07,20:30:00,0
902,48012,48012,ACIDENTE,RIO DE JANEIRO,RJ,SDHU,2013-05-08,15:30:00,0
903,48055,48055,INCIDENTE GRAVE,LONDRINA,PR,SBLO,2013-05-08,17:30:00,0
904,48142,48142,INCIDENTE,GUARULHOS,SP,SBGR,2013-05-08,17:28:00,0
905,48145,48145,INCIDENTE,GUARULHOS,SP,SBGR,2013-05-08,14:20:00,0
906,48578,48578,INCIDENTE,PARAUAPEBAS,PA,SBCJ,2013-05-08,17:00:00,0
907,48804,48804,INCIDENTE GRAVE,CRUZ ALTA,RS,SSAK,2013-05-08,15:50:00,0
908,48013,48013,ACIDENTE,GUARULHOS,SP,****,2013-05-09,16:40:00,1
909,48053,48053,ACIDENTE,CAMPO GRANDE,MS,****,2013-05-09,13:43:00,1
910,48074,48074,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,2013-05-09,20:50:00,0
911,48144,48144,INCIDENTE,FORTALEZA,CE,SBFZ,2013-05-09,13:05:00,0
912,48446,48446,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,2013-05-10,23:20:00,0
913,48014,48014,ACIDENTE,CARUARU,PE,SNRU,2013-05-11,11:30:00,0
914,48442,48442,INCIDENTE,MANAUS,AM,SBEG,2013-05-12,23:04:00,0
915,48172,48172,INCIDENTE,PARINTINS,AM,SWPI,2013-05-13,05:40:00,0
916,48512,48512,INCIDENTE,LONDRINA,PR,SBLO,2013-05-15,11:27:00,0
917,48659,48659,INCIDENTE,MACAÉ,RJ,SBME,2013-05-15,15:07:00,0
918,48734,48734,INCIDENTE,CAMPO GRANDE,MS,SBCG,2013-05-16,15:00:00,0
919,48915,48915,INCIDENTE,GOIÂNIA,GO,SBGO,2013-05-16,14:00:00,0
920,48694,48694,INCIDENTE,LONDRINA,PR,SBLO,2013-05-17,21:23:00,0
921,48739,48739,INCIDENTE,LONDRINA,PR,SBLO,2013-05-17,14:40:00,0
922,48438,48438,ACIDENTE,SÃO PAULO,SP,SBMT,2013-05-18,19:39:00,1
923,48474,48474,INCIDENTE,BELO HORIZONTE,MG,SBBH,2013-05-18,01:42:00,0
924,48584,48584,INCIDENTE,TORRES,RS,SBTR,2013-05-18,14:12:00,0
925,48793,48793,ACIDENTE,TAUBATÉ,SP,****,2013-05-18,19:00:00,0
926,48832,48832,INCIDENTE,CONFINS,MG,SBCF,2013-05-18,16:06:00,0
927,48451,48451,INCIDENTE,SÃO JOSÉ,SC,SSKT,2013-05-19,19:20:00,0
928,48580,48580,INCIDENTE,PORTO ALEGRE,RS,SBPA,2013-05-20,15:38:00,0
929,48582,48582,INCIDENTE,RECIFE,PE,SBRF,2013-05-20,11:34:00,0
930,48429,48429,ACIDENTE,SANTA TEREZINHA DE ITAIPU,PR,****,2013-05-22,19:30:00,0
931,48653,48653,ACIDENTE,RIO BRILHANTE,MS,****,2013-05-22,09:00:00,0
932,48848,48848,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,2013-05-22,13:20:00,0
933,48662,48662,INCIDENTE GRAVE,PORTO SEGURO,BA,SBPS,2013-05-23,19:10:00,1
934,48738,48738,INCIDENTE,BELO HORIZONTE,MG,SBBH,2013-05-23,21:03:00,0
935,48660,48660,INCIDENTE GRAVE,SALVADOR,BA,SBSV,2013-05-24,10:30:00,0
936,48736,48736,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,2013-05-24,14:37:00,0
937,48661,48661,INCIDENTE GRAVE,TIETÊ,SP,SDET,2013-05-25,13:30:00,0
938,48716,48716,INCIDENTE,MARINGÁ,PR,SBMG,2013-05-27,00:00:00,0
939,48658,48658,ACIDENTE,SOROCABA,SP,SDCO,2013-05-29,19:30:00,0
940,48714,48714,INCIDENTE,MONTES CLAROS,MG,SBMK,2013-05-29,14:25:00,0
941,48630,48630,ACIDENTE,RESENDE,RJ,SDRS,2013-05-30,16:15:00,0
942,48652,48652,ACIDENTE,GUARAMIRANGA,CE,SION,2013-05-30,15:00:00,2
943,48751,48751,INCIDENTE,RIO GRANDE,RS,SJRG,2013-05-30,11:25:00,0
944,48654,48654,ACIDENTE,GUARULHOS,SP,SBGR,2013-05-31,06:29:00,0
945,48693,48693,INCIDENTE,ARARAS,SP,SDAA,2013-05-31,19:30:00,0
946,48711,48711,INCIDENTE,BELO HORIZONTE,MG,SBBH,2013-05-31,15:07:00,0
947,48753,48753,INCIDENTE,MACAÉ,RJ,****,2013-05-31,12:10:00,0
948,49278,49278,INCIDENTE,PORTO ALEGRE,RS,SSBN,2013-05-31,23:00:00,0
949,48696,48696,INCIDENTE,ATIBAIA,SP,SDTB,2013-06-01,20:20:00,0
950,48762,48762,ACIDENTE,PRESIDENTE VENCESLAU,SP,****,2013-06-01,17:35:00,0
951,48812,48812,INCIDENTE,LAJEADO NOVO,MA,****,2013-06-02,11:30:00,0
952,48816,48816,INCIDENTE,GUARULHOS,SP,SBGR,2013-06-03,23:13:00,0
953,48833,48833,INCIDENTE,GUARULHOS,SP,SBGR,2013-06-04,16:23:00,0
954,48837,48837,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,2013-06-04,19:20:00,0
955,48772,48772,ACIDENTE,MARÍLIA,SP,SBML,2013-06-05,16:10:00,0
956,48754,48754,INCIDENTE,NAVEGANTES,SC,SBNF,2013-06-06,11:20:00,0
957,48800,48800,ACIDENTE,SÃO VICENTE FERRER,PE,****,2013-06-06,10:20:00,0
958,48729,48729,ACIDENTE,PRESIDENTE BERNARDES,SP,****,2013-06-07,10:40:00,0
959,48755,48755,INCIDENTE,GUARULHOS,SP,SBGR,2013-06-07,15:04:00,0
960,48796,48796,ACIDENTE,ENVIRA,AM,****,2013-06-07,14:20:00,2
961,48797,48797,ACIDENTE,PRIMAVERA DO LESTE,MT,****,2013-06-07,10:15:00,2
962,48757,48757,INCIDENTE,ALFREDO CHAVES,ES,****,2013-06-08,21:11:00,0
963,48791,48791,ACIDENTE,ANAJÁS,PA,****,2013-06-08,13:30:00,1
964,48795,48795,ACIDENTE,ANAJÁS,PA,****,2013-06-09,19:10:00,1
965,48850,48850,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,2013-06-11,09:50:00,0
966,48727,48727,ACIDENTE,TEFÉ,AM,****,2013-06-14,12:10:00,2
967,48759,48759,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,2013-06-14,09:42:00,0
968,48801,48801,ACIDENTE,TAUBATÉ,SP,****,2013-06-15,16:30:00,0
969,48813,48813,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,2013-06-15,12:00:00,0
970,48912,48912,ACIDENTE,PALMEIRAS DE GOIÁS,GO,SWGP,2013-06-15,11:05:00,0
971,49113,49113,INCIDENTE GRAVE,NOVA LIMA,MG,****,2013-06-15,12:00:00,4
972,48761,48761,INCIDENTE,SÃO PAULO,SP,****,2013-06-17,18:30:00,0
973,49291,49291,INCIDENTE,MACAÉ,RJ,****,2013-06-17,16:35:00,0
974,48799,48799,ACIDENTE,CANUTAMA,AM,****,2013-06-18,21:30:00,0
975,48852,48852,INCIDENTE,FOZ DO IGUAÇU,PR,SBFI,2013-06-18,21:59:00,0
976,49514,49514,INCIDENTE,MACAPÁ,AP,SBMQ,2013-06-18,18:10:00,0
977,49515,49515,INCIDENTE,PARNAMIRIM,RN,****,2013-06-18,13:30:00,0
978,48896,48896,INCIDENTE,SÃO PAULO,SP,SBMT,2013-06-20,18:20:00,0
979,48803,48803,ACIDENTE,GOIÂNIA,GO,SBNV,2013-06-21,17:20:00,0
980,48897,48897,INCIDENTE,MANAUS,AM,SBEG,2013-06-21,22:31:00,0
981,48898,48898,INCIDENTE,CONFINS,MG,SBCF,2013-06-22,01:20:00,0
982,49276,49276,INCIDENTE,GOIÂNIA,GO,SBGO,2013-06-22,16:15:00,0
983,49171,49171,INCIDENTE,RECIFE,PE,SBRF,2013-06-23,16:40:00,0
984,49534,49534,INCIDENTE,NOVO HAMBURGO,RS,SSNH,2013-06-23,19:15:00,0
985,48876,48876,ACIDENTE,TRÊS LAGOAS,MS,SSTL,2013-06-24,13:45:00,0
986,48883,48883,INCIDENTE GRAVE,ALTA FLORESTA,MT,SWEN,2013-06-24,16:30:00,0
987,49192,49192,INCIDENTE,GUARULHOS,SP,SBGR,2013-06-24,00:45:00,0
988,48878,48878,INCIDENTE GRAVE,PENÁPOLIS,SP,SDPN,2013-06-25,12:30:00,0
989,48879,48879,INCIDENTE GRAVE,BELÉM,PA,SBJC,2013-06-26,12:45:00,0
990,48881,48881,INCIDENTE GRAVE,VALENÇA,RJ,SDVL,2013-06-26,09:30:00,0
991,48899,48899,INCIDENTE,RESENDE,RJ,SDRS,2013-06-26,19:10:00,0
992,48884,48884,INCIDENTE,BELÉM,PA,SBBE,2013-06-27,12:51:00,0
993,49265,49265,INCIDENTE,VITÓRIA,ES,****,2013-06-27,12:21:00,0
994,48893,48893,INCIDENTE,BRASÍLIA,DF,SBBR,2013-06-28,18:00:00,0
995,49157,49157,INCIDENTE GRAVE,ERECHIM,RS,SSER,2013-06-28,15:25:00,0
996,48894,48894,INCIDENTE,BRAGANÇA PAULISTA,SP,SBBP,2013-06-29,16:30:00,0
997,48895,48895,INCIDENTE,SALVADOR,BA,SBSV,2013-06-29,19:00:00,0
998,49258,49258,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,2013-07-01,23:49:00,0
999,49274,49274,INCIDENTE,LONDRINA,PR,SBLO,2013-07-02,23:00:00,0
1000,49262,49262,INCIDENTE,TEFÉ,AM,SBTF,2013-07-03,11:46:00,0
1001,49263,49263,INCIDENTE,MANICORÉ,AM,SBMY,2013-07-03,14:51:00,0
1002,49264,49264,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,2013-07-03,18:34:00,0
1003,49271,49271,INCIDENTE,MARABÁ,PA,SBMA,2013-07-03,11:15:00,0
1004,49272,49272,INCIDENTE,PORTO ALEGRE,RS,****,2013-07-03,08:30:00,0
1005,49053,49053,ACIDENTE,CORUMBÁ DE GOIÁS,GO,****,2013-07-04,14:30:00,0
1006,49124,49124,ACIDENTE,BAURU,SP,SBBU,2013-07-04,12:40:00,0
1007,49255,49255,INCIDENTE,MACAÉ,RJ,****,2013-07-04,12:57:00,0
1008,49123,49123,ACIDENTE,CURITIBA,PR,****,2013-07-05,15:10:00,0
1009,49155,49155,ACIDENTE,UBATUBA,SP,SDUB,2013-07-05,20:15:00,0
1010,49252,49252,INCIDENTE,JUNDIAÍ,SP,SBJD,2013-07-05,18:40:00,0
1011,49117,49117,INCIDENTE GRAVE,GOIÂNIA,GO,SBNV,2013-07-06,15:25:00,0
1012,49121,49121,ACIDENTE,FORMOSA,GO,SWFR,2013-07-06,16:35:00,0
1013,49254,49254,INCIDENTE,PIRASSUNUNGA,SP,SDPY,2013-07-06,19:00:00,0
1014,49125,49125,ACIDENTE,ICÉM,SP,****,2013-07-07,15:30:00,1
1015,49267,49267,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,2013-07-07,18:50:00,0
1016,49122,49122,ACIDENTE,ELDORADO DO SUL,RS,SIXE,2013-07-09,14:32:00,0
1017,49269,49269,INCIDENTE,PORTO VELHO,RO,****,2013-07-10,20:33:00,0
1018,49289,49289,INCIDENTE,SÃO PAULO,SP,SBMT,2013-07-11,17:15:00,0
1019,49288,49288,INCIDENTE,BELO HORIZONTE,MG,SBBH,2013-07-13,17:58:00,0
1020,49292,49292,INCIDENTE,MANAUS,AM,SBEG,2013-07-13,20:00:00,0
1021,52958,52958,ACIDENTE,PAULÍNIA,SP,****,2013-07-13,17:36:00,0
1022,49286,49286,INCIDENTE,RIO DE JANEIRO,RJ,****,2013-07-14,20:08:00,0
1023,49116,49116,ACIDENTE,MANAUS,AM,SBEG,2013-07-16,10:22:00,1
1024,49279,49279,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,2013-07-16,15:19:00,0
1025,49280,49280,INCIDENTE,CONFINS,MG,SBCF,2013-07-17,14:10:00,0
1026,49281,49281,INCIDENTE,CONFINS,MG,SBCF,2013-07-17,22:59:00,0
1027,49536,49536,INCIDENTE,ELDORADO DO SUL,RS,SIXE,2013-07-17,19:09:00,0
1028,49533,49533,INCIDENTE,CANELA,RS,SSCN,2013-07-18,13:35:00,0
1029,49119,49119,ACIDENTE,TANGARÁ DA SERRA,MT,SWTS,2013-07-19,20:30:00,1
1030,49120,49120,ACIDENTE,BONITO,MS,****,2013-07-19,15:30:00,0
1031,49294,49294,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,2013-07-19,07:25:00,0
1032,49537,49537,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,2013-07-20,15:40:00,0
1033,49693,49693,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,2013-07-20,18:40:00,0
1034,49282,49282,INCIDENTE,FONTE BOA,AM,SWOB,2013-07-21,19:05:00,0
1035,49532,49532,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,2013-07-21,19:26:00,0
1036,49694,49694,INCIDENTE,BELO HORIZONTE,MG,SBBH,2013-07-21,18:28:00,0
1037,49283,49283,INCIDENTE,SALVADOR,BA,****,2013-07-23,21:43:00,0
1038,49284,49284,INCIDENTE,ILHÉUS,BA,SBIL,2013-07-23,22:10:00,0
1039,49285,49285,INCIDENTE,CAMPINAS,SP,SBKP,2013-07-24,03:30:00,0
1040,49118,49118,ACIDENTE,PIUM,TO,****,2013-07-25,18:50:00,0
1041,49154,49154,ACIDENTE,NOVA INDEPENDÊNCIA,SP,****,2013-07-25,20:00:00,0
1042,49261,49261,INCIDENTE,SOROCABA,SP,****,2013-07-25,08:40:00,0
1043,49156,49156,ACIDENTE,CASTRO,PR,SSQT,2013-07-26,18:25:00,0
1044,49158,49158,INCIDENTE GRAVE,SALVADOR,BA,SBSV,2013-07-26,22:00:00,0
1045,49152,49152,ACIDENTE,JUIZ DE FORA,MG,SBJF,2013-07-27,13:20:00,0
1046,49695,49695,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,2013-07-28,17:00:00,0
1047,49295,49295,INCIDENTE,MARINGÁ,PR,****,2013-07-30,17:07:00,0
1048,49696,49696,INCIDENTE,MIGUELÓPOLIS,SP,****,2013-07-30,13:30:00,0
1049,49194,49194,ACIDENTE,SÃO PAULO,SP,****,2013-07-31,20:15:00,0
1050,49697,49697,INCIDENTE,MARABÁ,PA,SBMA,2013-07-31,11:20:00,0
1051,49698,49698,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,SBFS,2013-07-31,14:05:00,0
1052,50532,50532,INCIDENTE,GUARAPARI,ES,SNGA,2013-08-02,14:00:00,0
1053,49233,49233,ACIDENTE,JUNDIAÍ,SP,SBJD,2013-08-03,15:24:00,1
1054,49699,49699,INCIDENTE,LONDRINA,PR,SBLO,2013-08-03,20:36:00,0
1055,49237,49237,ACIDENTE,PARAGOMINAS,PA,****,2013-08-04,22:30:00,2
1056,49516,49516,INCIDENTE,ALTAMIRA,PA,SBHT,2013-08-05,13:56:00,0
1057,49476,49476,ACIDENTE,HERCULÂNDIA,SP,****,2013-08-06,21:40:00,0
1058,49513,49513,INCIDENTE GRAVE,BANANEIRAS,PB,****,2013-08-06,09:45:00,0
1059,49517,49517,INCIDENTE,BRASÍLIA,DF,SBBR,2013-08-06,07:30:00,0
1060,49518,49518,INCIDENTE,JATAIZINHO,PR,****,2013-08-06,20:29:00,0
1061,49519,49519,INCIDENTE,SALVADOR,BA,****,2013-08-06,04:59:00,0
1062,49475,49475,ACIDENTE,LONDRINA,PR,SBLO,2013-08-07,16:15:00,0
1063,49511,49511,INCIDENTE GRAVE,MACAÉ,RJ,SBME,2013-08-07,12:25:00,0
1064,78818,78818,ACIDENTE,PORTO BELO,SC,****,2013-08-07,17:30:00,0
1065,49479,49479,ACIDENTE,JALES,SP,SDJL,2013-08-08,20:45:00,0
1066,49520,49520,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,2013-08-10,15:50:00,0
1067,49521,49521,INCIDENTE,TERESINA,PI,****,2013-08-11,19:24:00,0
1068,49522,49522,INCIDENTE,CAMPO GRANDE,MS,SBCG,2013-08-14,01:18:00,0
1069,49523,49523,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,2013-08-14,13:30:00,0
1070,49539,49539,INCIDENTE,MANAUS,AM,SBEG,2013-08-14,09:25:00,0
1071,49451,49451,ACIDENTE,LUZIÂNIA,GO,SWUZ,2013-08-15,11:00:00,0
1072,49524,49524,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,2013-08-16,19:30:00,0
1073,49478,49478,ACIDENTE,JUNDIAÍ,SP,SBJD,2013-08-17,12:15:00,0
1074,49525,49525,INCIDENTE,JUNDIAÍ,SP,SBJD,2013-08-17,06:30:00,0
1075,49527,49527,INCIDENTE,JUNDIAÍ,SP,SBJD,2013-08-17,11:30:00,0
1076,49493,49493,INCIDENTE GRAVE,RIBEIRÃO PRETO,SP,SBRP,2013-08-18,19:04:00,0
1077,49528,49528,INCIDENTE,MANAUS,AM,SBEG,2013-08-18,19:25:00,0
1078,49473,49473,ACIDENTE,GOIÂNIA,GO,****,2013-08-19,19:00:00,0
1079,50152,50152,INCIDENTE,ANDRADINA,SP,SDDN,2013-08-19,12:00:00,0
1080,49529,49529,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,2013-08-20,20:00:00,0
1081,49454,49454,ACIDENTE,SÃO PAULO,SP,SBMT,2013-08-21,13:40:00,5
1082,49472,49472,ACIDENTE,PORTO BELO,SC,SDEN,2013-08-21,14:45:00,0
1083,49591,49591,ACIDENTE,PATOS DE MINAS,MG,****,2013-08-22,14:26:00,0
1084,49644,49644,INCIDENTE,COSMÓPOLIS,SP,****,2013-08-23,16:33:00,0
1085,49752,49752,INCIDENTE,PORTO ALEGRE,RS,SBPA,2013-08-23,21:47:00,0
1086,49538,49538,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,2013-08-25,22:50:00,0
1087,49494,49494,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SBBP,2013-08-26,18:00:00,0
1088,49834,49834,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,2013-08-28,23:30:00,0
1089,49592,49592,ACIDENTE,IGUATEMI,MS,****,2013-08-29,20:00:00,0
1090,49593,49593,ACIDENTE,MATÕES DO NORTE,MA,****,2013-08-30,15:55:00,3
1091,49700,49700,INCIDENTE,ELDORADO DO SUL,RS,****,2013-08-30,19:00:00,0
1092,49617,49617,INCIDENTE GRAVE,CACHOEIRO DE ITAPEMIRIM,ES,SNKI,2013-08-31,13:00:00,0
1093,49618,49618,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,2013-08-31,12:21:00,4
1094,49619,49619,INCIDENTE GRAVE,CARAZINHO,RS,SSKZ,2013-08-31,15:10:00,0
1095,49594,49594,ACIDENTE,SIMPLÍCIO MENDES,PI,****,2013-09-01,09:32:00,0
1096,49621,49621,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,2013-09-01,17:08:00,0
1097,49702,49702,INCIDENTE,PIRAÍ DO SUL,PR,****,2013-09-01,18:30:00,0
1098,49703,49703,INCIDENTE,LONDRINA,PR,SBLO,2013-09-01,17:58:00,0
1099,49474,49474,ACIDENTE,ÁGUAS INTERNACIONAIS,**,****,2013-09-02,02:54:00,0
1100,49611,49611,ACIDENTE,BELÉM,PA,****,2013-09-03,17:45:00,1
1101,49632,49632,INCIDENTE,VILA VELHA,ES,SIVU,2013-09-04,13:30:00,0
1102,53104,53104,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,2013-09-04,17:44:00,6
1103,49612,49612,ACIDENTE,CARAZINHO,RS,SSKZ,2013-09-05,20:20:00,0
1104,49614,49614,ACIDENTE,LEME,SP,SDLL,2013-09-05,14:40:00,0
1105,49634,49634,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,2013-09-06,14:05:00,0
1106,49635,49635,INCIDENTE,MANAUS,AM,SBEG,2013-09-06,03:06:00,0
1107,49636,49636,INCIDENTE,GOIÂNIA,GO,SBGO,2013-09-06,13:10:00,0
1108,49620,49620,INCIDENTE GRAVE,UBERLÂNDIA,MG,SBUL,2013-09-08,18:00:00,0
1109,49623,49623,INCIDENTE,CAMPINAS,SP,****,2013-09-08,23:49:00,0
1110,49637,49637,INCIDENTE,CABROBÓ,PE,****,2013-09-09,14:30:00,0
1111,49624,49624,INCIDENTE,JOÃO PESSOA,PB,SBJP,2013-09-10,08:40:00,0
1112,49638,49638,INCIDENTE,PARINTINS,AM,SWPI,2013-09-10,22:30:00,0
1113,49651,49651,ACIDENTE,MARICÁ,RJ,SDMC,2013-09-11,17:10:00,1
1114,49704,49704,INCIDENTE,VALENÇA,BA,SNVB,2013-09-11,12:40:00,0
1115,50692,50692,ACIDENTE,AMERICANA,SP,SDAI,2013-09-12,17:30:00,0
1116,49639,49639,INCIDENTE,BANANEIRAS,PB,SJFU,2013-09-13,14:15:00,0
1117,49673,49673,INCIDENTE GRAVE,MARINGÁ,PR,SBMG,2013-09-13,13:15:00,0
1118,49640,49640,INCIDENTE,SÃO PAULO,SP,SBMT,2013-09-14,18:41:00,0
1119,49641,49641,INCIDENTE,JARDIM,MS,SSJI,2013-09-14,13:53:00,0
1120,49615,49615,ACIDENTE,ARAGARÇAS,GO,SJVO,2013-09-15,18:00:00,0
1121,50348,50348,ACIDENTE,SAPEZAL,MT,****,2013-09-15,21:00:00,0
1122,49642,49642,INCIDENTE,UBERABA,MG,SBUR,2013-09-16,01:54:00,0
1123,49814,49814,INCIDENTE GRAVE,CONSELHEIRO LAFAIETE,MG,SNKF,2013-09-16,17:02:00,0
1124,49705,49705,INCIDENTE,JOINVILLE,SC,SBJV,2013-09-17,20:37:00,0
1125,49706,49706,INCIDENTE,BELÉM,PA,SBBE,2013-09-17,19:31:00,0
1126,49692,49692,INCIDENTE,BLUMENAU,SC,SSBL,2013-09-18,14:01:00,1
1127,49751,49751,ACIDENTE,CUIABÁ,MT,SJCY,2013-09-18,11:30:00,0
1128,49708,49708,INCIDENTE,PORTO SEGURO,BA,SBPS,2013-09-19,12:17:00,0
1129,49616,49616,ACIDENTE,CALDAS NOVAS,GO,****,2013-09-20,13:31:00,0
1130,49709,49709,INCIDENTE,MARINGÁ,PR,SBMG,2013-09-20,13:25:00,0
1131,49671,49671,ACIDENTE,PLANALTINA,GO,****,2013-09-21,13:30:00,0
1132,49710,49710,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,2013-09-22,21:05:00,0
1133,49711,49711,INCIDENTE,MARABÁ,PA,SBMA,2013-09-23,19:35:00,0
1134,49953,49953,INCIDENTE,FLORIANÓPOLIS,SC,****,2013-09-23,10:50:00,0
1135,49712,49712,INCIDENTE,SÃO PAULO,SP,SBMT,2013-09-24,14:50:00,0
1136,49753,49753,INCIDENTE,BELO HORIZONTE,MG,SBBH,2013-09-25,16:25:00,0
1137,49691,49691,INCIDENTE GRAVE,TERESINA,PI,SBTE,2013-09-26,14:15:00,1
1138,49954,49954,INCIDENTE,UBERLÂNDIA,MG,SBUL,2013-09-26,21:27:00,0
1139,49754,49754,INCIDENTE,PORTO ALEGRE,RS,SBPA,2013-09-28,20:42:00,0
1140,49795,49795,ACIDENTE,SERRANO DO MARANHÃO,MA,****,2013-09-29,11:15:00,0
1141,49796,49796,ACIDENTE,SANTO ANTÔNIO DO ARACANGUÁ,SP,****,2013-09-29,17:00:00,0
1142,49955,49955,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,2013-10-01,15:53:00,0
1143,49956,49956,INCIDENTE,CASCAVEL,PR,SBCA,2013-10-01,18:45:00,0
1144,51884,51884,INCIDENTE,ILHÉUS,BA,****,2013-10-01,19:47:00,0
1145,49798,49798,INCIDENTE GRAVE,CAMPO GRANDE,MS,SSKG,2013-10-02,20:00:00,0
1146,49833,49833,INCIDENTE,MANAUS,AM,SBEG,2013-10-02,21:20:00,0
