,codigo_ocorrencia,codigo_ocorrencia2,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,total_recomendacoes
3785,78707,78707,INCIDENTE GRAVE,VITÓRIA DA CONQUISTA,BA,****,2019-04-26,15:15:00,0
3786,78710,78710,ACIDENTE,PARAGOMINAS,PA,****,2019-04-26,15:40:00,0
3787,78713,78713,INCIDENTE,MANAUS,AM,SBEG,2019-04-28,17:18:00,0
3788,78714,78714,ACIDENTE,PORTO BELO,SC,SDEN,2019-04-28,13:05:00,3
3789,78830,78830,ACIDENTE,ESPIGÃO D'OESTE,RO,*****,2019-04-28,15:30:00,0
3790,78715,78715,ACIDENTE,AMAPORÃ,PR,****,2019-04-29,19:15:00,0
3791,78716,78716,INCIDENTE,SÃO PAULO,SP,SBGR,2019-04-30,21:03:00,0
3792,78717,78717,ACIDENTE,VISCONDE DO RIO BRANCO,MG,****,2019-05-01,19:45:00,0
3793,78718,78718,INCIDENTE,RECIFE,PE,SBRF,2019-05-02,10:01:00,0
3794,78719,78719,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,2019-05-03,16:15:00,0
3795,78812,78812,ACIDENTE,CONCÓRDIA,SC,SSCK,2019-05-03,21:45:00,0
3796,78813,78813,ACIDENTE,VILA RICA,MT,SWVC,2019-05-03,11:30:00,0
3797,78814,78814,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,SBCP,2019-05-03,10:15:00,0
3798,78810,78810,INCIDENTE,GUARULHOS,SP,SBGR,2019-05-04,21:00:00,0
3799,78811,78811,INCIDENTE GRAVE,ITAQUIRAÍ,MS,****,2019-05-04,20:30:00,0
3800,78797,78797,INCIDENTE,CONFINS,MG,SBCF,2019-05-05,20:21:00,0
3801,78798,78798,INCIDENTE,RIO BRANCO,AC,SBRB,2019-05-05,23:45:00,0
3802,78796,78796,ACIDENTE,NOVO ARIPUANÃ,AM,****,2019-05-06,15:00:00,0
3803,78733,78733,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,2019-05-07,00:55:00,0
3804,78795,78795,INCIDENTE,MATA DE SÃO JOÃO,BA,SNME,2019-05-07,17:10:00,0
3805,78732,78732,ACIDENTE,SÃO JOÃO DEL REI,MG,****,2019-05-08,15:05:00,0
3806,78728,78728,ACIDENTE,PARANAÍBA,MS,****,2019-05-09,12:30:00,0
3807,78730,78730,ACIDENTE,PEROLÂNDIA,GO,****,2019-05-09,20:30:00,0
3808,78731,78731,INCIDENTE,CURITIBA,PR,SBBI,2019-05-09,22:37:00,0
3809,78727,78727,INCIDENTE,PRIMAVERA DO LESTE,MT,SWPY,2019-05-10,15:30:00,0
3810,78828,78828,INCIDENTE GRAVE,JEQUIÉ,BA,SNJK,2019-05-12,20:40:00,0
3811,78724,78724,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,SBFS,2019-05-14,22:15:00,0
3812,78725,78725,INCIDENTE GRAVE,ÁGUA BOA,MT,SWHP,2019-05-14,18:10:00,0
3813,78726,78726,INCIDENTE GRAVE,SANTA RITA,PB,****,2019-05-14,20:02:00,0
3814,78722,78722,ACIDENTE,CAMPO GRANDE,MS,****,2019-05-15,10:05:00,0
3815,78723,78723,INCIDENTE,MANAUS,AM,SBEG,2019-05-15,02:30:00,0
3816,78712,78712,ACIDENTE,CANARANA,MT,SJBH,2019-05-16,10:00:00,1
3817,78720,78720,INCIDENTE,CURITIBA,PR,SBBI,2019-05-16,14:14:00,0
3818,78721,78721,INCIDENTE,MARABÁ,PA,SBMA,2019-05-16,13:29:00,0
3819,78709,78709,ACIDENTE,BELÉM,PA,****,2019-05-18,15:50:00,1
3820,78711,78711,INCIDENTE GRAVE,LUZIÂNIA,GO,****,2019-05-18,17:00:00,0
3821,78708,78708,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,2019-05-19,05:09:00,0
3822,78702,78702,INCIDENTE,GUARULHOS,SP,****,2019-05-20,22:06:00,0
3823,78704,78704,INCIDENTE,GUARULHOS,SP,SBGR,2019-05-20,19:25:00,0
3824,78706,78706,INCIDENTE,SALVADOR,BA,SBSV,2019-05-20,10:28:00,0
3825,78700,78700,INCIDENTE,BELO HORIZONTE,MG,****,2019-05-22,14:20:00,0
3826,78701,78701,INCIDENTE GRAVE,GOIÂNIA,GO,****,2019-05-22,14:00:00,0
3827,78698,78698,INCIDENTE,BELO HORIZONTE,MG,SBPR,2019-05-23,15:40:00,0
3828,78696,78696,INCIDENTE,BELO HORIZONTE,MG,SBPR,2019-05-26,14:00:00,0
3829,78695,78695,ACIDENTE,ESTÂNCIA,SE,****,2019-05-27,15:30:00,4
3830,79067,79067,INCIDENTE GRAVE,RIBEIRÃO PRETO,SP,****,2019-05-27,11:42:00,0
3831,79060,79060,ACIDENTE,SORRISO,MT,****,2019-05-28,10:30:00,0
3832,79062,79062,INCIDENTE GRAVE,GUARANTÃ DO NORTE,MT,*****,2019-05-29,13:00:00,0
3833,78735,78735,ACIDENTE,CAMPO MOURÃO,PR,****,2019-06-06,13:05:00,1
3834,78855,78855,INCIDENTE GRAVE,BELO HORIZONTE,MG,*****,2019-06-07,15:57:00,0
3835,78737,78737,ACIDENTE,CASCAVEL,PR,****,2019-06-08,20:25:00,1
3836,78738,78738,ACIDENTE,IRANDUBA,AM,****,2019-06-08,16:45:00,1
3837,79059,79059,ACIDENTE,VIAMÃO,RS,****,2019-06-09,19:00:00,0
3838,78741,78741,INCIDENTE GRAVE,CAMPO GRANDE,MS,SSKG,2019-06-12,19:00:00,0
3839,78740,78740,ACIDENTE,MANAUS,AM,SBEG,2019-06-15,16:10:00,7
3840,78743,78743,ACIDENTE,LAGES,SC,SBLJ,2019-06-18,14:53:00,1
3841,78744,78744,ACIDENTE,ITABORAÍ,RJ,****,2019-06-22,12:45:00,0
3842,78746,78746,ACIDENTE,IBIRÁ,SP,SWYV,2019-06-22,21:00:00,0
3843,78856,78856,INCIDENTE,CAMPINAS,SP,SBKP,2019-06-23,15:40:00,0
3844,78747,78747,ACIDENTE,PARÁ DE MINAS,MG,****,2019-06-25,19:00:00,0
3845,78748,78748,ACIDENTE,ITAITUBA,PA,SBIH,2019-06-26,14:50:00,0
3846,78749,78749,ACIDENTE,CAMOCIM,CE,SNWC,2019-06-27,14:30:00,0
3847,78857,78857,INCIDENTE,FLORIANÓPOLIS,SC,*****,2019-06-28,23:01:00,0
3848,78858,78858,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,*****,2019-06-28,15:15:00,0
3849,78750,78750,ACIDENTE,CANELA,RS,SSCN,2019-06-29,15:20:00,2
3850,78751,78751,ACIDENTE,ALTA FLORESTA,MT,SWEN,2019-06-30,18:30:00,0
3851,78859,78859,INCIDENTE,SÃO PAULO,SP,SSUB,2019-06-30,19:45:00,0
3852,78752,78752,ACIDENTE,SANTA RITA DO PARDO,MS,****,2019-07-02,16:00:00,1
3853,78860,78860,INCIDENTE,CUIABÁ,MT,*****,2019-07-03,15:00:00,0
3854,78861,78861,INCIDENTE GRAVE,PACAJUS,CE,*****,2019-07-03,10:30:00,0
3855,78862,78862,INCIDENTE,SÃO PAULO,SP,SBSP,2019-07-03,18:43:00,0
3856,78863,78863,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,*****,2019-07-05,14:53:00,0
3857,78864,78864,INCIDENTE,RIO BRANCO,AC,*****,2019-07-05,13:10:00,0
3858,78865,78865,INCIDENTE,BRASÍLIA,DF,SBBR,2019-07-05,13:57:00,0
3859,78866,78866,INCIDENTE,RIO DE JANEIRO,RJ,*****,2019-07-05,00:14:00,0
3860,78753,78753,INCIDENTE GRAVE,CAMPO GRANDE,MS,SBCG,2019-07-06,14:35:00,0
3861,78867,78867,INCIDENTE,IRACEMA,RR,*****,2019-07-06,00:00:00,0
3862,78754,78754,ACIDENTE,CAROEBE,RR,****,2019-07-07,14:00:00,0
3863,78868,78868,INCIDENTE,VITÓRIA,ES,*****,2019-07-07,12:00:00,0
3864,78755,78755,ACIDENTE,ITAITUBA,PA,****,2019-07-09,17:00:00,0
3865,78869,78869,INCIDENTE,SALVADOR,BA,SBSV,2019-07-09,22:00:00,0
3866,78756,78756,INCIDENTE,PARANATINGA,MT,****,2019-07-10,14:30:00,0
3867,78757,78757,ACIDENTE,ATIBAIA,SP,SBMT,2019-07-12,17:15:00,0
3868,78758,78758,ACIDENTE,RIBEIRÃO PRETO,SP,SBRP,2019-07-14,13:55:00,1
3869,78870,78870,INCIDENTE GRAVE,ITAPORANGA D'AJUDA,SE,*****,2019-07-16,18:05:00,0
3870,79088,79088,INCIDENTE,VITÓRIA,ES,SBVT,2019-07-17,01:03:00,0
3871,78759,78759,ACIDENTE,OROCÓ,PE,****,2019-07-18,20:30:00,2
3872,78872,78872,INCIDENTE,BRASÍLIA,DF,*****,2019-07-18,01:00:00,0
3873,78760,78760,ACIDENTE,AMERICANA,SP,SDAI,2019-07-20,14:40:00,0
3874,79593,79593,INCIDENTE,SANTO ANTÔNIO DA PLATINA,PR,*****,2019-07-20,11:00:00,0
3875,78761,78761,ACIDENTE,ATIBAIA,SP,SDTB,2019-07-21,14:00:00,0
3876,78762,78762,ACIDENTE,BRAGANÇA PAULISTA,SP,SDVH,2019-07-21,20:00:00,0
3877,78873,78873,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,2019-07-22,15:07:00,0
3878,78763,78763,ACIDENTE,IPIXUNA,AM,****,2019-07-23,21:00:00,0
3879,78764,78764,ACIDENTE,COARI,AM,****,2019-07-23,22:15:00,1
3880,79085,79085,INCIDENTE,RIO DE JANEIRO,RJ,****,2019-07-24,22:45:00,0
3881,78765,78765,ACIDENTE,AUTAZES,AM,****,2019-07-25,11:20:00,0
3882,78874,78874,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,2019-07-25,11:19:00,0
3883,78766,78766,ACIDENTE,CRUZEIRO DO SUL,AC,SBCZ,2019-07-26,21:40:00,1
3884,78875,78875,INCIDENTE,PORTO ALEGRE,RS,*****,2019-07-26,07:45:00,0
3885,78767,78767,ACIDENTE,ITAITUBA,PA,****,2019-07-27,19:00:00,0
3886,78768,78768,ACIDENTE,BRAGANÇA PAULISTA,SP,SDVH,2019-07-27,17:15:00,1
3887,78876,78876,INCIDENTE,SÃO PAULO,SP,*****,2019-07-27,23:15:00,0
3888,78877,78877,INCIDENTE GRAVE,JACUPIRANGA,SP,*****,2019-07-27,14:25:00,0
3889,78878,78878,INCIDENTE,CARAUARI,AM,*****,2019-07-28,17:41:00,0
3890,78879,78879,INCIDENTE,CASCAVEL,PR,SBCA,2019-07-28,20:00:00,0
3891,78880,78880,INCIDENTE,RECIFE,PE,SBRF,2019-07-31,13:50:00,0
3892,78881,78881,INCIDENTE GRAVE,FELIXLÂNDIA,MG,*****,2019-07-31,09:00:00,0
3893,78882,78882,INCIDENTE GRAVE,JAGUARÉ,ES,*****,2019-08-01,12:30:00,0
3894,78883,78883,INCIDENTE,SÃO PAULO,SP,*****,2019-08-03,17:30:00,0
3895,78884,78884,INCIDENTE,BOITUVA,SP,SDCO,2019-08-03,21:09:00,0
3896,78769,78769,ACIDENTE,ORIXIMINÁ,PA,****,2019-08-04,17:30:00,0
3897,78885,78885,INCIDENTE,CAMPINAS,SP,*****,2019-08-04,16:08:00,0
3898,78886,78886,INCIDENTE,JUNDIAÍ,SP,SBJD,2019-08-05,19:28:00,0
3899,78887,78887,INCIDENTE,RECIFE,PE,*****,2019-08-05,12:10:00,0
3900,78888,78888,INCIDENTE,FLORIANÓPOLIS,SC,*****,2019-08-06,13:06:00,0
3901,78770,78770,ACIDENTE,MANAUS,AM,SWFN,2019-08-07,14:10:00,0
3902,78889,78889,INCIDENTE GRAVE,LAVRAS,MG,*****,2019-08-07,16:19:00,0
3903,78890,78890,INCIDENTE,GOIÂNIA,GO,*****,2019-08-07,14:20:00,0
3904,78891,78891,INCIDENTE,NAVEGANTES,SC,*****,2019-08-07,18:50:00,0
3905,78892,78892,INCIDENTE,CONFINS,MG,*****,2019-08-07,08:37:00,0
3906,78893,78893,INCIDENTE,CUIABÁ,MT,SBCY,2019-08-07,22:00:00,0
3907,78894,78894,INCIDENTE,CANELA,RS,SSCN,2019-08-07,16:55:00,0
3908,78771,78771,INCIDENTE GRAVE,TERESINA,PI,SBTE,2019-08-08,20:40:00,0
3909,78895,78895,INCIDENTE,SÃO PAULO,SP,SBSP,2019-08-08,17:45:00,0
3910,78896,78896,INCIDENTE,PORTO BELO,SC,SDEN,2019-08-08,12:15:00,0
3911,79665,79665,INCIDENTE GRAVE,TERESINA,PI,****,2019-08-08,20:40:00,2
3912,78897,78897,INCIDENTE,CAMPO GRANDE,MS,SBCG,2019-08-09,14:00:00,0
3913,78898,78898,INCIDENTE GRAVE,UBATUBA,SP,SDUB,2019-08-09,12:35:00,0
3914,78899,78899,INCIDENTE,CONFINS,MG,*****,2019-08-10,14:29:00,0
3915,78772,78772,ACIDENTE,ALTAMIRA,PA,****,2019-08-11,17:00:00,0
3916,78900,78900,INCIDENTE GRAVE,CABREÚVA,SP,*****,2019-08-11,12:40:00,0
3917,78901,78901,INCIDENTE,SÃO PAULO,SP,SBMT,2019-08-12,14:49:00,0
3918,78902,78902,INCIDENTE GRAVE,IMPERATRIZ,MA,SBIZ,2019-08-14,02:25:00,0
3919,78903,78903,INCIDENTE,CAMPINAS,SP,SBKP,2019-08-15,04:47:00,0
3920,78773,78773,ACIDENTE,PIRAQUARA,PR,SISY,2019-08-17,12:00:00,3
3921,78904,78904,INCIDENTE,PORTO VELHO,RO,SBPV,2019-08-18,18:43:00,0
3922,78905,78905,INCIDENTE,MACAPÁ,AP,SBMQ,2019-08-19,19:16:00,0
3923,78906,78906,INCIDENTE,BARCELOS,AM,*****,2019-08-19,12:30:00,0
3924,78907,78907,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,2019-08-19,09:20:00,0
3925,78774,78774,ACIDENTE,EUNÁPOLIS,BA,****,2019-08-20,18:00:00,4
3926,78775,78775,ACIDENTE,SINOP,MT,****,2019-08-20,20:35:00,0
3927,78908,78908,INCIDENTE,SALVADOR,BA,*****,2019-08-21,12:00:00,0
3928,78909,78909,INCIDENTE,MANGARATIBA,RJ,*****,2019-08-21,17:30:00,0
3929,78911,78911,INCIDENTE,CONFINS,MG,*****,2019-08-22,00:12:00,0
3930,78910,78910,INCIDENTE,RIO DE JANEIRO,RJ,*****,2019-08-23,01:00:00,0
3931,78913,78913,INCIDENTE,RECIFE,PE,*****,2019-08-24,03:22:00,0
3932,78776,78776,ACIDENTE,BURITI ALEGRE,GO,****,2019-08-25,00:30:00,0
3933,78912,78912,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SDVH,2019-08-25,20:50:00,0
3934,78914,78914,INCIDENTE GRAVE,GARIBALDI,RS,SSGA,2019-08-25,12:00:00,0
3935,78915,78915,INCIDENTE,BRASÍLIA,DF,SBBR,2019-08-25,02:06:00,0
3936,78916,78916,INCIDENTE,BRASÍLIA,DF,*****,2019-08-27,21:15:00,0
3937,78917,78917,INCIDENTE,CAMPINAS,SP,*****,2019-08-27,12:10:00,0
3938,78918,78918,INCIDENTE,CAMPINAS,SP,*****,2019-08-27,03:23:00,0
3939,78919,78919,INCIDENTE,CAMPO GRANDE,MS,SBCG,2019-08-29,14:10:00,0
3940,79106,79106,ACIDENTE,RONDONÓPOLIS,MT,****,2019-08-29,12:00:00,0
3941,78920,78920,INCIDENTE,BELO HORIZONTE,MG,*****,2019-08-30,10:45:00,0
3942,78921,78921,INCIDENTE,JUAZEIRO DO NORTE,CE,SBJU,2019-09-02,08:00:00,0
3943,79105,79105,ACIDENTE,CAMPO DO TENENTE,PR,****,2019-09-02,17:10:00,0
3944,78922,78922,INCIDENTE,RIO DE JANEIRO,RJ,*****,2019-09-03,22:59:00,0
3945,78923,78923,INCIDENTE GRAVE,CANUTAMA,AM,*****,2019-09-03,14:00:00,0
3946,78924,78924,INCIDENTE,RIO DE JANEIRO,RJ,*****,2019-09-03,12:23:00,0
3947,78777,78777,ACIDENTE,PIEDADE,SP,****,2019-09-04,18:30:00,0
3948,78778,78778,ACIDENTE,ITAITUBA,PA,****,2019-09-04,18:30:00,0
3949,78779,78779,ACIDENTE,RIO GRANDE,RS,****,2019-09-05,10:50:00,1
3950,78927,78927,INCIDENTE,TERESINA,PI,*****,2019-09-05,00:25:00,0
3951,78925,78925,INCIDENTE,BELÉM,PA,*****,2019-09-06,11:39:00,0
3952,78926,78926,INCIDENTE,SINOP,MT,*****,2019-09-06,14:27:00,0
3953,78780,78780,ACIDENTE,ATIBAIA,SP,SDTB,2019-09-07,20:00:00,0
3954,78781,78781,ACIDENTE,ITAGUARA,MG,****,2019-09-07,20:02:00,0
3955,78782,78782,ACIDENTE,IVINHEMA,MS,****,2019-09-08,17:45:00,0
3956,78928,78928,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,2019-09-08,15:10:00,0
3957,78929,78929,INCIDENTE,PORTO ESPERIDIÃO,MT,SWEW,2019-09-10,16:10:00,0
3958,78930,78930,INCIDENTE,SÃO PAULO,SP,SBMT,2019-09-10,20:01:00,0
3959,79087,79087,INCIDENTE,GUARULHOS,SP,SBGR,2019-09-11,03:09:00,0
3960,78932,78932,INCIDENTE GRAVE,ESMERALDAS,MG,*****,2019-09-12,20:00:00,0
3961,78783,78783,ACIDENTE,RIO VERDE,GO,****,2019-09-13,17:00:00,0
3962,78933,78933,INCIDENTE GRAVE,TRINDADE,GO,*****,2019-09-13,19:40:00,0
3963,78784,78784,INCIDENTE GRAVE,ITAITUBA,PA,SBIH,2019-09-16,20:30:00,0
3964,78785,78785,ACIDENTE,MANAUS,AM,SBEG,2019-09-16,16:26:00,0
3965,78786,78786,ACIDENTE,GUARANTÃ DO NORTE,MT,****,2019-09-16,22:12:00,0
3966,78934,78934,INCIDENTE,SÃO PAULO,SP,SBMT,2019-09-16,10:10:00,0
3967,78935,78935,INCIDENTE GRAVE,PIEDADE,SP,*****,2019-09-16,17:19:00,0
3968,78936,78936,INCIDENTE,CAMPO GRANDE,MS,*****,2019-09-18,13:13:00,0
3969,78937,78937,INCIDENTE GRAVE,AQUIDAUANA,MS,*****,2019-09-18,21:00:00,0
3970,78938,78938,INCIDENTE,RIO DE JANEIRO,RJ,SDCO,2019-09-19,18:08:00,0
3971,78939,78939,INCIDENTE,UBERLÂNDIA,MG,*****,2019-09-19,15:21:00,0
3972,78940,78940,INCIDENTE GRAVE,PORTO WALTER,AC,*****,2019-09-20,15:00:00,0
3973,78941,78941,INCIDENTE,CANTAGALO,RJ,*****,2019-09-21,12:00:00,0
3974,79123,79123,ACIDENTE,ANTONINA,PR,****,2019-09-21,18:30:00,0
3975,78942,78942,INCIDENTE,GUARULHOS,SP,*****,2019-09-22,23:48:00,0
3976,78943,78943,INCIDENTE,SANTA MARIA,RS,*****,2019-09-22,17:30:00,0
3977,78944,78944,INCIDENTE,CURITIBA,PR,*****,2019-09-22,00:00:00,0
3978,78945,78945,INCIDENTE GRAVE,NÃO IDENTIFICADA,AC,SIMB,2019-09-23,15:30:00,0
3979,78946,78946,INCIDENTE,ELDORADO DO SUL,RS,*****,2019-09-24,18:30:00,0
3980,78947,78947,INCIDENTE,OROCÓ,PE,*****,2019-09-25,14:30:00,0
3981,78948,78948,INCIDENTE GRAVE,MARECHAL THAUMATURGO,AC,*****,2019-09-25,17:25:00,0
3982,78951,78951,INCIDENTE,CAMPINAS,SP,*****,2019-09-25,02:53:00,0
3983,78787,78787,ACIDENTE,IVATÉ,PR,****,2019-09-26,13:00:00,0
3984,78949,78949,INCIDENTE GRAVE,GUARAPUAVA,PR,*****,2019-09-26,15:28:00,0
3985,78950,78950,INCIDENTE,MARINGÁ,PR,*****,2019-09-26,00:14:00,0
3986,78952,78952,INCIDENTE,ARAÇATUBA,SP,*****,2019-09-28,15:50:00,0
3987,78788,78788,ACIDENTE,APUÍ,AM,****,2019-09-29,15:00:00,0
3988,78953,78953,INCIDENTE,BRAGANÇA PAULISTA,SP,SBBP,2019-09-29,13:15:00,0
3989,78954,78954,INCIDENTE,CUIABÁ,MT,*****,2019-09-29,02:47:00,0
3990,78789,78789,ACIDENTE,IPAUSSU,SP,****,2019-09-30,20:00:00,0
3991,78955,78955,INCIDENTE,BELO HORIZONTE,MG,*****,2019-09-30,19:34:00,0
3992,78956,78956,INCIDENTE,CURITIBA,PR,*****,2019-09-30,16:54:00,0
3993,78957,78957,INCIDENTE,CUIABÁ,MT,*****,2019-09-30,15:30:00,0
3994,78958,78958,INCIDENTE,PORTO ALEGRE,RS,*****,2019-09-30,10:45:00,0
3995,78959,78959,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,2019-10-01,14:00:00,0
3996,78960,78960,INCIDENTE,RECIFE,PE,*****,2019-10-01,13:24:00,0
3997,78961,78961,INCIDENTE GRAVE,COLNIZA,MT,*****,2019-10-04,10:40:00,0
3998,78962,78962,INCIDENTE,BRASÍLIA,DF,*****,2019-10-06,15:57:00,0
3999,78963,78963,INCIDENTE,FAXINAL,PR,*****,2019-10-07,20:08:00,0
4000,78965,78965,INCIDENTE,FLORIANÓPOLIS,SC,*****,2019-10-07,01:58:00,0
4001,78964,78964,INCIDENTE,BELO HORIZONTE,MG,*****,2019-10-08,21:20:00,0
4002,78966,78966,INCIDENTE,CURITIBA,PR,*****,2019-10-11,15:00:00,0
4003,79119,79119,ACIDENTE,SÃO JOSÉ DO RIO CLARO,MT,****,2019-10-11,10:00:00,0
4004,78967,78967,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,*****,2019-10-12,14:42:00,0
4005,78790,78790,ACIDENTE,TAUBATÉ,SP,SBTA,2019-10-13,12:40:00,0
4006,78968,78968,INCIDENTE GRAVE,ROSÁRIO OESTE,MT,*****,2019-10-13,10:00:00,0
4007,78969,78969,INCIDENTE,CAMPINAS,SP,*****,2019-10-15,22:18:00,0
4008,78971,78971,INCIDENTE,GUARULHOS,SP,*****,2019-10-15,00:36:00,0
4009,78970,78970,INCIDENTE,CAMPINAS,SP,*****,2019-10-16,09:20:00,0
4010,80258,80258,ACIDENTE,TANGARÁ DA SERRA,MT,SWTS,2019-10-16,14:30:00,1
4011,78972,78972,INCIDENTE,CAMPINAS,SP,SBKP,2019-10-17,19:47:00,0
4012,78973,78973,INCIDENTE,LONDRINA,PR,*****,2019-10-17,09:25:00,0
4013,78974,78974,INCIDENTE,PARECI NOVO,RS,*****,2019-10-17,21:13:00,0
4014,78975,78975,INCIDENTE,GOIÂNIA,GO,SBGO,2019-10-17,22:00:00,0
4015,78976,78976,INCIDENTE,CAMPINAS,SP,****,2019-10-17,00:36:00,0
4016,78977,78977,INCIDENTE,SÃO CARLOS,SP,SDSC,2019-10-17,00:00:00,0
4017,78792,78792,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,2019-10-18,20:15:00,0
4018,78978,78978,INCIDENTE,CAMPINAS,SP,*****,2019-10-18,11:16:00,0
4019,78979,78979,INCIDENTE,CAMPINAS,SP,SBKP,2019-10-18,17:40:00,0
4020,78982,78982,INCIDENTE,RIO DE JANEIRO,RJ,*****,2019-10-18,00:46:00,0
4021,78793,78793,ACIDENTE,PARÁ DE MINAS,MG,SNPA,2019-10-19,10:26:00,1
4022,78980,78980,INCIDENTE GRAVE,BELO HORIZONTE,MG,*****,2019-10-19,10:30:00,0
4023,78981,78981,INCIDENTE GRAVE,ARARAS,SP,*****,2019-10-19,19:15:00,0
4024,78983,78983,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,*****,2019-10-19,14:00:00,0
4025,78984,78984,INCIDENTE,BOA VISTA,RR,*****,2019-10-20,14:11:00,0
4026,78985,78985,INCIDENTE,MANAUS,AM,*****,2019-10-20,17:55:00,0
4027,78745,78745,ACIDENTE,BELO HORIZONTE,MG,****,2019-10-21,11:15:00,0
4028,78986,78986,INCIDENTE,RIO DE JANEIRO,RJ,*****,2019-10-21,10:35:00,0
4029,78987,78987,INCIDENTE,BELO HORIZONTE,MG,*****,2019-10-22,18:18:00,0
4030,79117,79117,ACIDENTE,ASSIS BRASIL,AC,****,2019-10-23,15:00:00,0
4031,78988,78988,INCIDENTE,BRAGANÇA PAULISTA,SP,*****,2019-10-24,10:15:00,0
4032,78989,78989,INCIDENTE,CAMPINAS,SP,*****,2019-10-24,17:40:00,0
4033,78990,78990,INCIDENTE GRAVE,NOVA UBIRATÃ,MT,*****,2019-10-24,11:30:00,0
4034,78991,78991,INCIDENTE GRAVE,LUCAS DO RIO VERDE,MT,*****,2019-10-26,20:45:00,0
4035,78992,78992,INCIDENTE,SALVADOR,BA,*****,2019-10-26,14:07:00,0
4036,78993,78993,INCIDENTE GRAVE,CAÇAPAVA,SP,*****,2019-10-26,18:47:00,0
4037,78994,78994,INCIDENTE,POUSO ALEGRE,MG,*****,2019-10-27,13:35:00,0
4038,78995,78995,INCIDENTE,SÃO JOSÉ,SC,*****,2019-10-28,13:30:00,0
4039,78996,78996,INCIDENTE,CAMPINAS,SP,*****,2019-10-28,02:15:00,0
4040,78997,78997,INCIDENTE,BELO HORIZONTE,MG,*****,2019-10-30,13:06:00,0
4041,78998,78998,INCIDENTE GRAVE,SÃO PAULO,SP,*****,2019-10-31,11:15:00,0
4042,78742,78742,ACIDENTE,LUZIÂNIA,GO,SWUZ,2019-11-01,20:45:00,0
4043,78999,78999,INCIDENTE,GUARULHOS,SP,*****,2019-11-01,18:36:00,0
4044,79000,79000,INCIDENTE GRAVE,QUIRINÓPOLIS,GO,*****,2019-11-01,21:10:00,0
4045,79001,79001,INCIDENTE,RODEIO,SC,*****,2019-11-06,12:02:00,0
4046,79002,79002,INCIDENTE,PORTO ALEGRE,RS,*****,2019-11-06,04:15:00,0
4047,79003,79003,INCIDENTE,BRAGANÇA PAULISTA,SP,*****,2019-11-07,15:10:00,0
4048,79004,79004,INCIDENTE,VILA BELA DA SANTÍSSIMA TRINDADE,MT,*****,2019-11-07,18:05:00,0
4049,79005,79005,INCIDENTE,BRASÍLIA,DF,*****,2019-11-10,21:34:00,0
4050,79006,79006,INCIDENTE,RIBEIRÃO PRETO,SP,*****,2019-11-11,15:30:00,0
4051,78831,78831,ACIDENTE,SANTARÉM,PA,*****,2019-11-12,18:30:00,0
4052,78832,78832,ACIDENTE,MARAÚ,BA,SIRI,2019-11-14,17:17:00,4
4053,79007,79007,INCIDENTE,PORTO ALEGRE,RS,*****,2019-11-14,20:00:00,0
4054,79008,79008,INCIDENTE,LONDRINA,PR,*****,2019-11-14,20:45:00,0
4055,79009,79009,INCIDENTE,FLORIANÓPOLIS,SC,*****,2019-11-15,14:50:00,0
4056,79010,79010,INCIDENTE,CAMPINAS,SP,*****,2019-11-15,04:37:00,0
4057,78834,78834,ACIDENTE,CASCAVEL,PR,*****,2019-11-17,20:30:00,0
4058,79104,79104,ACIDENTE,ELIAS FAUSTO,SP,****,2019-11-17,15:45:00,0
4059,79011,79011,INCIDENTE,RECIFE,PE,SBRF,2019-11-20,23:47:00,0
4060,79012,79012,INCIDENTE,PICOS,PI,SNPC,2019-11-20,16:45:00,0
4061,78833,78833,ACIDENTE,SÃO PAULO,SP,SBMT,2019-11-21,14:30:00,0
4062,79013,79013,INCIDENTE,LUCAS DO RIO VERDE,MT,SILC,2019-11-22,08:30:00,0
4063,79014,79014,INCIDENTE,CAMPINAS,SP,*****,2019-11-23,03:27:00,0
4064,79015,79015,INCIDENTE,LONDRINA,PR,*****,2019-11-23,16:14:00,0
4065,79016,79016,INCIDENTE,MACEIÓ,AL,*****,2019-11-24,10:42:00,0
4066,79017,79017,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,*****,2019-11-24,11:20:00,0
